Model,Cost,Timestamp,Real Cost,User,Use Case,Context Tokens,Output Tokens
gpt-4-1106-preview,0.02528,2024-01-14 19:58:15.276213,,prueba_path_5,,,
gpt-4-1106-preview,0.0139,2024-01-14 19:58:29.850473,,prueba_path_5,,,
gpt-4-1106-preview,0.00247,2024-01-14 19:58:49.529856,,prueba_path_5,,,
photoroom,0.15,2024-01-14 19:58:58.082134,,prueba_path_5,,,
gpt-4-1106-preview_function,0.0032,2024-01-14 19:58:58.104131,,prueba_path_5,,,
gpt-4-1106-preview,0.02935,2024-01-14 19:59:03.934186,,prueba_path_5,,,
gpt-4-1106-preview,0.00794,2024-01-14 19:59:12.878697,,prueba_path_5,,,
gpt-4-1106-preview,0.0024,2024-01-14 19:59:43.806499,,prueba_path_5,,,
photoroom,0.15,2024-01-14 19:59:52.866063,,prueba_path_5,,,
gpt-4-1106-preview_function,0.00347,2024-01-14 19:59:52.883991,,prueba_path_5,,,
gpt-4-1106-preview,0.03379,2024-01-14 19:59:58.886392,,prueba_path_5,,,
gpt-4-1106-preview,0.00893,2024-01-14 20:00:08.891298,,prueba_path_5,,,
gpt-4-1106-preview,0.00347,2024-01-14 20:00:46.060993,,prueba_path_5,,,
gpt-4-1106-preview_function,0.00412,2024-01-14 20:00:46.070109,,prueba_path_5,,,
gpt-4-1106-preview,0.0394999999999999,2024-01-14 20:00:57.121731,,prueba_path_5,,,
gpt-4-1106-preview,0.00992,2024-01-14 20:01:06.135811,,prueba_path_5,,,
gpt-4-1106-preview,0.0036,2024-01-14 20:01:36.505864,,prueba_path_5,,,
gpt-4-1106-preview_function,0.00409,2024-01-14 20:01:36.515868,,prueba_path_5,,,
gpt-4-1106-preview,0.04344,2024-01-14 20:01:47.571298,,prueba_path_5,,,
gpt-4-1106-preview,0.0081,2024-01-14 20:01:57.640568,,prueba_path_5,,,
gpt-4-1106-preview,0.01749,2024-01-15 16:45:18.828557,,user_1,,,
gpt-4-1106-preview,0.01464,2024-01-15 16:45:42.625716,,user_1,,,
gpt-4-1106-preview,0.01746,2024-01-16 11:56:19.274828,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.01545,2024-01-16 11:58:55.375654,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.0115299999999999,2024-01-16 11:59:13.957475,,prueba_path_6,json or other function,,
apify website screaper,0.0073071475429584,2024-01-16 12:02:09.557040,,prueba_path_6,apify website screaper,,
gpt-4-1106-preview_function,0.01003,2024-01-16 12:02:09.565073,,prueba_path_6,function,,
gpt-4-1106-preview,0.0227899999999999,2024-01-16 12:02:30.979900,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.01183,2024-01-16 12:02:53.046861,,prueba_path_6,json or other function,,
apify instagram scraper,0.0419277399917162,2024-01-16 12:04:25.732997,,prueba_path_6,apify instagram scraper,,
gpt-4-vision-preview,0.02583,2024-01-16 12:04:35.975404,,prueba_path_6,vision,,
gpt-4-1106-preview_function,0.0111899999999999,2024-01-16 12:04:35.985203,,prueba_path_6,function,,
gpt-4-1106-preview,0.03291,2024-01-16 12:05:07.716279,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.01622,2024-01-16 12:05:37.512395,,prueba_path_6,json or other function,,
dall-e-3,0.04,2024-01-16 12:08:25.141298,,prueba_path_6,photo product,,
gpt-4-1106-preview_function,0.00349,2024-01-16 12:08:26.069492,,prueba_path_6,function,,
gpt-4-1106-preview,0.0365,2024-01-16 12:08:37.545118,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.00757,2024-01-16 12:08:58.408993,,prueba_path_6,json or other function,,
dall-e-3,0.04,2024-01-16 12:23:14.951832,,prueba_path_6,photo product,,
gpt-4-1106-preview_function,0.00392,2024-01-16 12:23:15.806425,,prueba_path_6,function,,
gpt-4-1106-preview,0.04025,2024-01-16 12:23:32.094193,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.0075,2024-01-16 12:23:46.190726,,prueba_path_6,json or other function,,
dall-e-3,0.04,2024-01-16 12:24:41.272029,,prueba_path_6,photo product,,
gpt-4-1106-preview_function,0.00416,2024-01-16 12:24:42.101066,,prueba_path_6,function,,
gpt-4-1106-preview,0.0423999999999999,2024-01-16 12:24:53.017758,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.00548,2024-01-16 12:25:00.917262,,prueba_path_6,json or other function,,
dall-e-3,0.04,2024-01-16 12:26:08.109055,,prueba_path_6,photo product,,
gpt-4-1106-preview_function,0.00435,2024-01-16 12:26:08.845820,,prueba_path_6,function,,
gpt-4-1106-preview,0.0454399999999999,2024-01-16 12:26:19.912716,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.00662,2024-01-16 12:26:30.334199,,prueba_path_6,json or other function,,
gpt-4-1106-preview,0.02095,2024-01-16 13:03:41.419820,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.01937,2024-01-16 13:04:25.869771,,prueba_path_6,json or other function,,
apify website screaper,0.0071498186427272,2024-01-16 13:16:07.411219,,prueba_path_6,apify website screaper,,
gpt-4-1106-preview,0.01137,2024-01-16 13:16:07.425342,,prueba_path_6,function,,
apify instagram scraper,0.0616118977807511,2024-01-16 13:17:45.876551,,prueba_path_6,apify instagram scraper,,
gpt-4-vision-preview,0.02681,2024-01-16 13:17:54.969656,,prueba_path_6,vision,,
gpt-4-vision-preview,0.02437,2024-01-16 13:18:00.398705,,prueba_path_6,vision,,
gpt-4-1106-preview,0.0147599999999999,2024-01-16 13:18:00.411055,,prueba_path_6,function,,
gpt-4-1106-preview,0.0312,2024-01-16 13:18:42.517247,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.01557,2024-01-16 13:19:21.254301,,prueba_path_6,json or other function,,
dall-e-3,0.04,2024-01-16 13:38:20.677919,,prueba_path_6,photo product,,
gpt-4-1106-preview,0.0065099999999999,2024-01-16 13:38:21.516564,,prueba_path_6,function,,
gpt-4-1106-preview,0.03429,2024-01-16 13:38:37.671182,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.00673,2024-01-16 13:38:44.668873,,prueba_path_6,json or other function,,
dall-e-3,0.04,2024-01-16 13:56:12.628296,,prueba_path_6,photo product,,
gpt-4-1106-preview,0.00765,2024-01-16 13:56:13.663007,,prueba_path_6,function,,
gpt-4-1106-preview,0.03746,2024-01-16 13:56:29.933581,,prueba_path_6,assistant,,
gpt-4-1106-preview,0.00729,2024-01-16 13:56:43.899292,,prueba_path_6,json or other function,,
gpt-4-1106-preview,0.01612,2024-01-17 15:53:03.121865,,prueba_path_7,assistant,,
gpt-4-1106-preview,0.01234,2024-01-17 15:53:28.861500,,prueba_path_7,json or other function,,
apify website screaper,0.0075218320014029,2024-01-17 15:57:54.276673,,prueba_path_7,apify website screaper,,
gpt-4-1106-preview,0.01158,2024-01-17 15:57:54.285647,,prueba_path_7,function,,
gpt-4-1106-preview,0.02181,2024-01-17 15:58:10.279338,,prueba_path_7,assistant,,
gpt-4-1106-preview,0.0098999999999999,2024-01-17 15:58:38.810953,,prueba_path_7,json or other function,,
apify instagram scraper,0.0404425278007934,2024-01-17 16:00:05.208941,,prueba_path_7,apify instagram scraper,,
gpt-4-1106-preview,0.00261,2024-01-17 16:00:05.601405,,prueba_path_7,function,,
dall-e-3,0.08,2024-01-17 16:00:30.717677,,prueba_path_7,photo product,,
gpt-4-1106-preview,0.0065699999999999,2024-01-17 16:00:33.176896,,prueba_path_7,function,,
gpt-4-1106-preview,0.02618,2024-01-17 16:00:55.136975,,prueba_path_7,assistant,,
gpt-4-1106-preview,0.00816,2024-01-17 16:01:10.959340,,prueba_path_7,json or other function,,
gpt-4-1106-preview,0.00405,2024-01-17 16:02:21.611664,,prueba_path_7,json or other function,,
gpt-4-1106-preview,0.0085199999999999,2024-01-17 16:02:21.624282,,prueba_path_7,function,,
gpt-4-1106-preview,0.0039,2024-01-17 16:02:47.382680,,prueba_path_7,json or other function,,
gpt-4-1106-preview,0.0085499999999999,2024-01-17 16:02:47.405329,,prueba_path_7,function,,
gpt-4-1106-preview,0.0037199999999999,2024-01-17 16:03:16.921558,,prueba_path_7,json or other function,,
gpt-4-1106-preview,0.0071699999999999,2024-01-17 16:03:16.941949,,prueba_path_7,function,,
gpt-4-1106-preview,0.00402,2024-01-17 16:03:51.413135,,prueba_path_7,json or other function,,
gpt-4-1106-preview,0.00849,2024-01-17 16:03:51.423579,,prueba_path_7,function,,
gpt-4-1106-preview,0.03819,2024-01-17 16:04:02.491713,,prueba_path_7,assistant,,
gpt-4-1106-preview,0.00908,2024-01-17 16:04:26.533192,,prueba_path_7,json or other function,,
gpt-4-1106-preview,0.04509,2024-01-17 16:06:35.368316,,prueba_path_7,assistant,,
gpt-4-1106-preview,0.01022,2024-01-17 16:06:45.639641,,prueba_path_7,json or other function,,
gpt-4-1106-preview,0.05261,2024-01-17 16:10:30.567934,,prueba_path_8,assistant,,
gpt-4-1106-preview,0.01316,2024-01-17 16:10:45.943131,,prueba_path_8,json or other function,,
gpt-4-1106-preview,0.01658,2024-01-17 16:17:31.312252,,prueba_path_8,assistant,,
gpt-4-1106-preview,0.01307,2024-01-17 16:17:44.939897,,prueba_path_8,json or other function,,
apify website screaper,0.0127486731810271,2024-01-17 16:23:53.731613,,prueba_path_8,apify website screaper,,
gpt-4-1106-preview,0.06651,2024-01-17 16:23:53.750148,,prueba_path_8,function,,
gpt-4-1106-preview,0.02538,2024-01-17 16:24:31.035568,,prueba_path_8,assistant,,
gpt-4-1106-preview,0.01109,2024-01-17 16:24:50.329502,,prueba_path_8,json or other function,,
gpt-4-1106-preview,0.00262,2024-01-17 16:25:33.575492,,prueba_path_8,json or other function,,
photoroom,0.15,2024-01-17 16:25:47.412112,,prueba_path_8,photo product,,
gpt-4-1106-preview,0.00465,2024-01-17 16:25:47.434980,,prueba_path_8,function,,
gpt-4-1106-preview,0.02946,2024-01-17 16:25:58.684231,,prueba_path_8,assistant,,
gpt-4-1106-preview,0.00805,2024-01-17 16:26:17.881917,,prueba_path_8,json or other function,,
gpt-4-1106-preview,0.00302,2024-01-17 16:27:39.429371,,prueba_path_8,json or other function,,
photoroom,0.15,2024-01-17 16:27:44.611272,,prueba_path_8,photo product,,
gpt-4-1106-preview,0.00612,2024-01-17 16:27:44.633067,,prueba_path_8,function,,
gpt-4-1106-preview,0.03381,2024-01-17 16:28:12.027009,,prueba_path_8,assistant,,
gpt-4-1106-preview,0.00814,2024-01-17 16:28:26.491233,,prueba_path_8,json or other function,,
gpt-4-1106-preview,0.00394,2024-01-17 16:29:24.439056,,prueba_path_8,json or other function,,
gpt-4-1106-preview,0.00597,2024-01-17 16:29:24.449572,,prueba_path_8,function,,
gpt-4-1106-preview,0.0395299999999999,2024-01-17 16:29:56.630487,,prueba_path_8,assistant,,
gpt-4-1106-preview,0.01052,2024-01-17 16:30:17.288777,,prueba_path_8,json or other function,,
gpt-4-1106-preview,0.04396,2024-01-17 16:30:43.790614,,prueba_path_8,assistant,,
gpt-4-1106-preview,0.00885,2024-01-17 16:30:59.473079,,prueba_path_8,json or other function,,
gpt-4-1106-preview,0.04953,2024-01-17 16:32:10.576448,,prueba_path_8,assistant,,
gpt-4-1106-preview,0.00752,2024-01-17 16:32:21.594189,,prueba_path_8,json or other function,,
gpt-4-1106-preview,0.01733,2024-01-17 16:36:45.638058,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.01431,2024-01-17 16:36:59.499160,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.0271099999999999,2024-01-17 17:43:16.487439,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.0149799999999999,2024-01-17 17:43:41.917438,,prueba_path_9,json or other function,,
dall-e-3,0.08,2024-01-17 17:45:28.121566,,prueba_path_9,photo product,,
gpt-4-1106-preview,0.00618,2024-01-17 17:45:29.507720,,prueba_path_9,function,,
gpt-4-1106-preview,0.0316599999999999,2024-01-17 17:45:46.284796,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.0084599999999999,2024-01-17 17:45:57.443785,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.00403,2024-01-17 17:47:10.419330,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.00741,2024-01-17 17:47:10.426909,,prueba_path_9,function,,
gpt-4-1106-preview,0.03746,2024-01-17 17:47:27.122763,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.01001,2024-01-17 17:47:44.824546,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.04548,2024-01-17 17:48:13.387362,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.01378,2024-01-17 17:48:28.755006,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.05895,2024-01-17 18:00:33.278630,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.0210899999999999,2024-01-17 18:01:00.591043,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.0716499999999999,2024-01-17 18:02:44.931828,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.02029,2024-01-17 18:03:21.889643,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.01301,2024-01-17 18:21:34.534001,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.00794,2024-01-17 18:21:39.704519,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.01119,2024-01-20 00:30:13.684363,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.00557,2024-01-20 00:30:17.979130,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.01092,2024-01-20 00:38:48.720746,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.00521,2024-01-20 00:38:53.669577,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.01868,2024-01-20 00:39:36.269161,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.01357,2024-01-20 00:39:57.250878,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.02481,2024-01-20 00:40:50.102095,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.00967,2024-01-20 00:41:01.331302,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.00211,2024-01-20 00:45:51.779116,,prueba_path_9,json or other function,,
photoroom,0.15,2024-01-20 00:45:57.495150,,prueba_path_9,photo product,,
gpt-4-1106-preview,0.00594,2024-01-20 00:45:57.863918,,prueba_path_9,function,,
gpt-4-1106-preview,0.0168199999999999,2024-01-20 00:46:03.884742,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.00588,2024-01-20 00:46:10.064795,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.0025,2024-01-20 00:46:48.300253,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.00579,2024-01-20 00:46:49.018131,,prueba_path_9,function,,
gpt-4-1106-preview,0.00244,2024-01-20 00:47:01.375378,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.00594,2024-01-20 00:47:02.382006,,prueba_path_9,function,,
gpt-4-1106-preview,0.00226,2024-01-20 00:47:19.839336,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.00573,2024-01-20 00:47:20.559222,,prueba_path_9,function,,
gpt-4-1106-preview,0.00247,2024-01-20 00:47:38.783633,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.00597,2024-01-20 00:47:39.401809,,prueba_path_9,function,,
gpt-4-1106-preview,0.0266,2024-01-20 00:47:50.394900,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.00749,2024-01-20 00:47:57.932819,,prueba_path_9,json or other function,,
dall-e-3,0.08,2024-01-20 00:50:07.876369,,prueba_path_9,photo product,,
gpt-4-1106-preview,0.00582,2024-01-20 00:50:08.840963,,prueba_path_9,function,,
gpt-4-1106-preview,0.02973,2024-01-20 00:50:14.569151,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.00668,2024-01-20 00:50:20.328434,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.0344,2024-01-20 00:53:00.421443,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.0089699999999999,2024-01-20 00:53:12.113514,,prueba_path_9,json or other function,,
dall-e-3,0.08,2024-01-20 00:54:07.900369,,prueba_path_9,photo product,,
gpt-4-1106-preview,0.00612,2024-01-20 00:54:08.760032,,prueba_path_9,function,,
gpt-4-1106-preview,0.0420899999999999,2024-01-20 00:54:19.947158,,prueba_path_9,assistant,,
gpt-4-1106-preview,0.00737,2024-01-20 00:54:27.051339,,prueba_path_9,json or other function,,
gpt-4-1106-preview,0.0182999999999999,2024-01-20 02:25:43.746603,,ramiro,assistant,,
gpt-4-1106-preview,0.01547,2024-01-20 02:26:01.575447,,ramiro,json or other function,,
apify instagram scraper,0.0402865089332527,2024-01-20 02:28:07.870084,,ramiro,apify instagram scraper,,
gpt-4-1106-preview,0.00279,2024-01-20 02:28:08.152235,,ramiro,function,,
apify website screaper,0.0084117222937544,2024-01-20 02:28:32.917815,,ramiro,apify website screaper,,
gpt-4-1106-preview,0.01155,2024-01-20 02:28:32.928148,,ramiro,function,,
gpt-4-1106-preview,0.02632,2024-01-20 02:28:49.098367,,ramiro,assistant,,
gpt-4-1106-preview,0.01333,2024-01-20 02:29:02.921753,,ramiro,json or other function,,
dall-e-3,0.08,2024-01-20 02:30:38.337001,,ramiro,photo product,,
gpt-4-1106-preview,0.00531,2024-01-20 02:30:39.901667,,ramiro,function,,
gpt-4-1106-preview,0.03695,2024-01-20 02:30:56.111291,,ramiro,assistant,,
gpt-4-1106-preview,0.00818,2024-01-20 02:31:03.714557,,ramiro,json or other function,,
gpt-4-vision-preview,0.02506,2024-01-20 02:32:14.948420,,ramiro,vision,,
gpt-4-1106-preview,0.0123899999999999,2024-01-20 02:32:14.957236,,ramiro,function,,
gpt-4-1106-preview,0.00288,2024-01-20 02:32:28.553226,,ramiro,json or other function,,
photoroom,0.15,2024-01-20 02:32:41.448836,,ramiro,photo product,,
gpt-4-1106-preview,0.00618,2024-01-20 02:32:41.470818,,ramiro,function,,
gpt-4-1106-preview,0.0419099999999999,2024-01-20 02:32:52.467767,,ramiro,assistant,,
gpt-4-1106-preview,0.0088099999999999,2024-01-20 02:32:56.805863,,ramiro,json or other function,,
gpt-4-1106-preview,0.00399,2024-01-20 02:33:42.192097,,ramiro,json or other function,,
gpt-4-1106-preview,0.00714,2024-01-20 02:33:42.204456,,ramiro,function,,
gpt-4-1106-preview,0.04751,2024-01-20 02:33:53.603658,,ramiro,assistant,,
gpt-4-1106-preview,0.01032,2024-01-20 02:34:07.890673,,ramiro,json or other function,,
dall-e-3,0.08,2024-01-20 02:36:09.116950,,ramiro,photo product,,
gpt-4-1106-preview,0.0052799999999999,2024-01-20 02:36:10.425772,,ramiro,function,,
gpt-4-1106-preview,0.05164,2024-01-20 02:36:16.368390,,ramiro,assistant,,
gpt-4-1106-preview,0.0073499999999999,2024-01-20 02:36:19.557495,,ramiro,json or other function,,
gpt-4-1106-preview,0.0576,2024-01-20 16:48:42.505405,,prueba_rigurosa_1,assistant,,
gpt-4-1106-preview,0.01095,2024-01-20 16:48:54.524265,,prueba_rigurosa_1,json or other function,,
apify instagram scraper,0.0471160924312538,2024-01-20 16:53:04.710318,,prueba_rigurosa_1,apify instagram scraper,,
gpt-4-vision-preview,0.02485,2024-01-20 16:53:14.043056,,prueba_rigurosa_1,vision,,
apify website screaper,0.0079766804885963,2024-01-20 16:53:32.251440,,prueba_rigurosa_1,apify website screaper,,
gpt-4-1106-preview,0.0231,2024-01-20 16:53:32.263896,,prueba_rigurosa_1,function,,
gpt-4-1106-preview,0.06887,2024-01-20 16:53:49.945438,,prueba_rigurosa_1,assistant,,
gpt-4-1106-preview,0.01749,2024-01-20 16:54:04.626525,,prueba_rigurosa_1,json or other function,,
gpt-4-1106-preview,0.07675,2024-01-20 16:55:41.380239,,prueba_rigurosa_1,assistant,,
gpt-4-1106-preview,0.01285,2024-01-20 16:55:56.242983,,prueba_rigurosa_1,json or other function,,
gpt-4-1106-preview,0.0859299999999999,2024-01-20 16:56:20.551104,,prueba_rigurosa_1,assistant,,
gpt-4-1106-preview,0.00341,2024-01-20 16:56:21.727675,,prueba_rigurosa_1,json or other function,,
gpt-4-1106-preview,0.08495,2024-01-20 16:57:20.223056,,prueba_rigurosa_1,assistant,,
gpt-4-1106-preview,0.00341,2024-01-20 16:57:22.126739,,prueba_rigurosa_1,json or other function,,
gpt-4-1106-preview,0.08423,2024-01-20 16:58:13.429772,,prueba_rigurosa_1,assistant,,
gpt-4-1106-preview,0.00437,2024-01-20 16:58:16.498100,,prueba_rigurosa_1,json or other function,,
gpt-4-1106-preview,0.08465,2024-01-20 16:59:07.040846,,prueba_rigurosa_1,assistant,,
gpt-4-1106-preview,0.0046099999999999,2024-01-20 16:59:09.234440,,prueba_rigurosa_1,json or other function,,
gpt-4-1106-preview,0.0862999999999999,2024-01-20 16:59:45.916834,,prueba_rigurosa_1,assistant,,
gpt-4-1106-preview,0.00497,2024-01-20 16:59:48.800075,,prueba_rigurosa_1,json or other function,,
gpt-4-1106-preview,0.01682,2024-01-20 17:03:52.101966,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.01342,2024-01-20 17:04:00.969494,,pruebas_rigurosas_1,json or other function,,
apify website screaper,0.030007912937704,2024-01-20 17:09:37.609117,,pruebas_rigurosas_1,apify website screaper,,
gpt-4-1106-preview,0.01113,2024-01-20 17:09:37.622134,,pruebas_rigurosas_1,function,,
gpt-4-1106-preview,0.02333,2024-01-20 17:09:54.046450,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.01122,2024-01-20 17:10:02.798366,,pruebas_rigurosas_1,json or other function,,
apify instagram scraper,0.0543441206169244,2024-01-20 17:11:36.918515,,pruebas_rigurosas_1,apify instagram scraper,,
gpt-4-vision-preview,0.02782,2024-01-20 17:11:46.877883,,pruebas_rigurosas_1,vision,,
gpt-4-vision-preview,0.0250899999999999,2024-01-20 17:11:57.511922,,pruebas_rigurosas_1,vision,,
gpt-4-1106-preview,0.02166,2024-01-20 17:11:57.520998,,pruebas_rigurosas_1,function,,
gpt-4-1106-preview,0.03319,2024-01-20 17:12:18.814745,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.01618,2024-01-20 17:12:35.029203,,pruebas_rigurosas_1,json or other function,,
gpt-4-1106-preview,0.0422799999999999,2024-01-20 17:13:35.385676,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.0144999999999999,2024-01-20 17:14:04.396722,,pruebas_rigurosas_1,json or other function,,
gpt-4-1106-preview,0.0532,2024-01-20 17:19:37.412817,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.0168499999999999,2024-01-20 17:19:47.089719,,pruebas_rigurosas_1,json or other function,,
gpt-4-1106-preview,0.06231,2024-01-20 17:20:26.334611,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.01517,2024-01-20 17:20:45.589596,,pruebas_rigurosas_1,json or other function,,
dall-e-3,0.08,2024-01-20 17:21:54.560849,,pruebas_rigurosas_1,photo product,,
gpt-4-1106-preview,0.00807,2024-01-20 17:21:55.506782,,pruebas_rigurosas_1,function,,
gpt-4-1106-preview,0.06716,2024-01-20 17:22:06.896350,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.00859,2024-01-20 17:22:11.702389,,pruebas_rigurosas_1,json or other function,,
dall-e-3,0.08,2024-01-20 17:23:08.334937,,pruebas_rigurosas_1,photo product,,
gpt-4-1106-preview,0.00819,2024-01-20 17:23:09.371351,,pruebas_rigurosas_1,function,,
gpt-4-1106-preview,0.0754499999999999,2024-01-20 17:23:30.743236,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.0084,2024-01-20 17:23:38.260268,,pruebas_rigurosas_1,json or other function,,
dall-e-3,0.08,2024-01-20 17:24:23.686112,,pruebas_rigurosas_1,photo product,,
gpt-4-1106-preview,0.00891,2024-01-20 17:24:24.748664,,pruebas_rigurosas_1,function,,
gpt-4-1106-preview,0.08446,2024-01-20 17:24:35.901362,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.00874,2024-01-20 17:24:43.501538,,pruebas_rigurosas_1,json or other function,,
dall-e-3,0.08,2024-01-20 17:26:18.221048,,pruebas_rigurosas_1,photo product,,
gpt-4-1106-preview,0.0081,2024-01-20 17:26:19.171363,,pruebas_rigurosas_1,function,,
gpt-4-1106-preview,0.0867,2024-01-20 17:26:30.392679,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.00874,2024-01-20 17:26:38.494606,,pruebas_rigurosas_1,json or other function,,
gpt-4-1106-preview,0.00442,2024-01-20 17:27:26.940806,,pruebas_rigurosas_1,json or other function,,
gpt-4-1106-preview,0.0105899999999999,2024-01-20 17:27:26.949139,,pruebas_rigurosas_1,function,,
gpt-4-1106-preview,0.0862899999999999,2024-01-20 17:27:43.447816,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.00832,2024-01-20 17:27:53.739440,,pruebas_rigurosas_1,json or other function,,
gpt-4-1106-preview,0.0049,2024-01-20 17:29:47.972757,,pruebas_rigurosas_1,json or other function,,
gpt-4-1106-preview,0.01116,2024-01-20 17:29:47.982753,,pruebas_rigurosas_1,function,,
gpt-4-1106-preview,0.08157,2024-01-20 17:30:04.496233,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.00826,2024-01-20 17:30:11.913765,,pruebas_rigurosas_1,json or other function,,
gpt-4-1106-preview,0.00409,2024-01-20 17:31:00.694256,,pruebas_rigurosas_1,json or other function,,
gpt-4-1106-preview,0.01023,2024-01-20 17:31:00.703302,,pruebas_rigurosas_1,function,,
gpt-4-1106-preview,0.07781,2024-01-20 17:31:17.425276,,pruebas_rigurosas_1,assistant,,
gpt-4-1106-preview,0.00826,2024-01-20 17:31:26.032841,,pruebas_rigurosas_1,json or other function,,
gpt-3.5-turbo-1106,0.0013952399999999,2024-01-20 21:55:11.809449,,pruebas_rigurosas_2,assistant,929.0,64.0
gpt-4-1106-preview,0.0074052,2024-01-20 21:55:15.331891,,pruebas_rigurosas_2,json or other function,357.0,68.0
gpt-3.5-turbo-1106,0.0016051199999999,2024-01-20 21:55:35.671050,,pruebas_rigurosas_2,assistant,944.0,136.0
gpt-4-1106-preview,0.0078276,2024-01-20 21:55:39.569259,,pruebas_rigurosas_2,json or other function,365.0,76.0
apify instagram scraper,0.0534353664524621,2024-01-20 21:57:28.477317,,pruebas_rigurosas_2,apify instagram scraper,0.0,0.0
gpt-4-vision-preview,0.0306576,2024-01-20 21:57:38.103904,,pruebas_rigurosas_2,vision,843.0,300.0
gpt-4-vision-preview,0.0341688,2024-01-20 21:57:51.108222,,pruebas_rigurosas_2,vision,1109.0,300.0
gpt-4-vision-preview,0.0334428,2024-01-20 21:57:59.402491,,pruebas_rigurosas_2,vision,1054.0,300.0
gpt-4-vision-preview,0.0213119999999999,2024-01-20 21:58:03.095717,,pruebas_rigurosas_2,vision,975.0,20.0
apify website scraper,0.006726781965658,2024-01-20 21:58:18.122696,,pruebas_rigurosas_2,apify website scraper,0.0,0.0
gpt-3.5-turbo-1106,0.0037329599999999,2024-01-20 21:58:18.134363,,pruebas_rigurosas_2,function,0.0,1414.0
gpt-3.5-turbo-1106,0.00187836,2024-01-20 21:58:24.171593,,pruebas_rigurosas_2,assistant,981.0,221.0
gpt-4-1106-preview,0.008514,2024-01-20 21:58:27.467428,,pruebas_rigurosas_2,json or other function,378.0,89.0
gpt-3.5-turbo-1106,0.00222816,2024-01-20 21:58:49.097974,,pruebas_rigurosas_2,assistant,1000.0,344.0
gpt-4-1106-preview,0.0105204,2024-01-20 21:58:54.736409,,pruebas_rigurosas_2,json or other function,416.0,127.0
gpt-3.5-turbo-1106,0.00254232,2024-01-20 21:59:24.160410,,pruebas_rigurosas_2,assistant,1022.0,452.0
gpt-4-1106-preview,0.0097284,2024-01-20 21:59:29.440538,,pruebas_rigurosas_2,json or other function,401.0,112.0
